	word pair	human	score	difference
64	('professor', 'doctor')	6.62	2.1336066722869873	4.486393327713013
65	('Japanese', 'American')	6.5	4.1248854994773865	2.3751145005226135
66	('street', 'place')	6.44	1.7753022909164429	4.6646977090835575
67	('train', 'car')	6.31	3.4025606513023376	2.907439348697662
68	('skin', 'eye')	6.22	3.3974790573120117	2.822520942687988
69	('bread', 'butter')	6.19	6.417261362075806	0.22726136207580527
70	('precedent', 'antecedent')	6.04	2.837713062763214	3.202286937236786
71	('precedent', 'example')	5.85	3.7273740768432617	2.122625923156738
72	('smart', 'stupid')	5.81	4.704718887805939	1.1052811121940609
73	('plane', 'car')	5.77	3.7796998023986816	1.990300197601318
74	('lobster', 'wine')	5.7	3.1948596239089966	2.5051403760910036
75	('tiger', 'fauna')	5.62	3.297564685344696	2.322435314655304
76	('psychology', 'discipline')	5.58	2.597162127494812	2.982837872505188
77	('glass', 'metal')	5.56	3.707396388053894	1.8526036119461056
78	('man', 'governor')	5.25	1.5232403576374054	3.7267596423625946
79	('doctor', 'personnel')	5.0	1.6101638972759247	3.3898361027240753
80	('travel', 'activity')	5.0	1.2772595882415771	3.722740411758423
81	('monk', 'oracle')	5.0	3.035402297973633	1.9645977020263672
82	('cup', 'food')	5.0	0.9379559010267258	4.062044098973274
83	('journal', 'association')	4.97	1.6295810043811798	3.34041899561882
84	('street', 'children')	4.94	1.5370683372020721	3.4029316627979282
85	('car', 'flight')	4.94	1.4423441886901855	3.497655811309815
86	('space', 'chemistry')	4.88	0.8025163412094116	4.077483658790588
87	('situation', 'conclusion')	4.81	1.847420334815979	2.9625796651840206
88	('tiger', 'organism')	4.77	0.629427582025528	4.140572417974472
89	('word', 'similarity')	4.75	0.9658697247505188	3.784130275249481
90	('peace', 'plan')	4.75	1.1900733411312103	3.5599266588687897
91	('consumer', 'energy')	4.75	2.4616697430610657	2.2883302569389343
92	('ministry', 'culture')	4.69	1.8779546022415161	2.8120453977584843
93	('smart', 'student')	4.62	0.6630228459835052	3.956977154016495
94	('investigation', 'effort')	4.59	2.3487980663776398	2.24120193362236
95	('image', 'surface')	4.56	1.2843577563762665	3.275642243623733
96	('life', 'term')	4.5	2.2676047682762146	2.2323952317237854
97	('start', 'match')	4.47	2.4805235862731934	1.9894764137268064
98	('computer', 'news')	4.47	1.0399819910526276	3.430018008947372
99	('board', 'recommendation')	4.47	3.211810290813446	1.2581897091865537
100	('lad', 'brother')	4.46	3.595925271511078	0.8640747284889221
101	('food', 'rooster')	4.42	1.1830634623765945	3.2369365376234054
102	('observation', 'architecture')	4.38	1.3629378378391266	3.0170621621608733
103	('coast', 'hill')	4.38	1.6115784645080566	2.7684215354919433
104	('deployment', 'departure')	4.25	2.7661699056625366	1.4838300943374634
105	('attempt', 'peace')	4.25	0.6137886270880699	3.63621137291193
106	('consumer', 'confidence')	4.13	1.9126535952091217	2.217346404790878
107	('start', 'year')	4.06	1.9018609821796417	2.158139017820358
108	('focus', 'life')	4.06	1.420566439628601	2.6394335603713985
109	('development', 'issue')	3.97	0.9010781347751617	3.0689218652248385
110	('theater', 'history')	3.91	1.2982824444770813	2.611717555522919
111	('situation', 'isolation')	3.88	2.0984429121017456	1.7815570878982543
112	('profit', 'warning')	3.88	1.3709335029125214	2.5090664970874785
113	('media', 'trading')	3.88	1.2612012028694153	2.6187987971305846
114	('chance', 'credibility')	3.88	2.3921889066696167	1.4878110933303832
115	('precedent', 'information')	3.85	0.8866600692272186	2.9633399307727815
116	('architecture', 'century')	3.78	1.4309334754943848	2.349066524505615
117	('population', 'development')	3.75	1.7502306401729584	1.9997693598270416
118	('stock', 'live')	3.73	0.44471658766269684	3.285283412337303
119	('cup', 'object')	3.69	1.0605277121067047	2.6294722878932952
120	('peace', 'atmosphere')	3.69	1.3366292417049408	2.353370758295059
121	('morality', 'marriage')	3.69	3.0624157190322876	0.6275842809677123
122	('minority', 'peace')	3.69	0.6868574023246765	3.0031425976753234
123	('atmosphere', 'landscape')	3.69	2.6971229910850525	0.9928770089149475
124	('report', 'gain')	3.63	0.9995919466018677	2.630408053398132
125	('music', 'project')	3.63	0.21345948800444603	3.416540511995554
126	('seven', 'series')	3.56	3.3100625872612	0.2499374127388001
127	('experience', 'music')	3.47	1.6575698554515839	1.8124301445484163
128	('school', 'center')	3.44	1.42682284116745	2.01317715883255
129	('five', 'month')	3.38	4.0400829911231995	0.6600829911231996
130	('announcement', 'production')	3.38	0.8066580444574356	2.5733419555425643
131	('morality', 'importance')	3.31	2.053404748439789	1.2565952515602112
132	('money', 'operation')	3.31	0.8456939458847046	2.4643060541152955
133	('delay', 'news')	3.31	1.2586824595928192	2.051317540407181
134	('governor', 'interview')	3.25	1.1880464851856232	2.061953514814377
135	('practice', 'institution')	3.19	0.9677638858556747	2.222236114144325
136	('century', 'nation')	3.16	2.919147312641144	0.24085268735885634
137	('coast', 'forest')	3.15	2.3609787225723267	0.7890212774276733
138	('shore', 'woodland')	3.08	1.1690937727689743	1.9109062272310258
139	('drink', 'car')	3.04	2.4563533067703247	0.5836466932296753
140	('president', 'medal')	3.0	0.6946589797735214	2.3053410202264786
141	('prejudice', 'recognition')	3.0	1.1657066643238068	1.8342933356761932
142	('viewer', 'serial')	2.97	2.3336461186408997	0.6363538813591005
143	('peace', 'insurance')	2.94	0.981878787279129	1.958121212720871
144	('Mars', 'water')	2.94	1.3637161254882812	1.5762838745117187
145	('media', 'gain')	2.88	1.0171864181756973	1.8628135818243026
146	('announcement', 'effort')	2.75	2.3130612075328827	0.4369387924671173
147	('line', 'insurance')	2.69	0.8391059935092926	1.8508940064907073
148	('crane', 'implement')	2.69	0.2318618819117546	2.4581381180882453
149	('drink', 'mother')	2.65	1.5679934620857239	1.082006537914276
150	('opera', 'industry')	2.63	0.4291338473558426	2.2008661526441573
151	('volunteer', 'motto')	2.56	1.9127675890922546	0.6472324109077454
152	('listing', 'proximity')	2.56	1.2360459566116333	1.3239540433883668
153	('precedent', 'collection')	2.5	0.32831329852342606	2.171686701476574
154	('cup', 'article')	2.4	0.8339210599660873	1.5660789400339126
155	('sign', 'recess')	2.38	0.48051223158836365	1.8994877684116362
156	('problem', 'airport')	2.38	1.0208499431610107	1.3591500568389892
157	('direction', 'combination')	2.25	0.9585022181272507	1.2914977818727493
158	('Wednesday', 'news')	2.22	2.601481080055237	0.3814810800552366
159	('cup', 'entity')	2.15	0.34792207181453705	1.8020779281854629
160	('glass', 'magician')	2.08	0.3722502291202545	1.7077497708797456
161	('cemetery', 'woodland')	2.08	3.819250464439392	1.739250464439392
162	('possibility', 'girl')	1.94	0.6003794819116592	1.3396205180883407
163	('cup', 'substance')	1.92	1.2556412816047668	0.6643587183952331
164	('forest', 'graveyard')	1.85	2.2901102900505066	0.4401102900505065
165	('stock', 'egg')	1.81	1.0417778044939041	0.7682221955060959
166	('month', 'hotel')	1.81	1.2591949105262756	0.5508050894737244
167	('energy', 'secretary')	1.81	0.9282562136650085	0.8817437863349915
168	('precedent', 'group')	1.77	0.7681453227996826	1.0018546772003174
169	('production', 'hike')	1.75	0.18261240795254707	1.567387592047453
170	('stock', 'phone')	1.62	1.2326758354902267	0.38732416450977336
171	('holy', 'sex')	1.62	1.0070603340864182	0.612939665913582
172	('stock', 'CD')	1.31	0.6611793488264084	0.6488206511735917
173	('drink', 'ear')	1.31	0.9346938133239746	0.37530618667602544
174	('stock', 'life')	0.92	0.7456470280885696	0.1743529719114304
175	('monk', 'slave')	0.92	1.9146206974983215	0.9946206974983215
176	('lad', 'wizard')	0.92	3.302299976348877	2.382299976348877
177	('sugar', 'approach')	0.88	0.07720809429883957	0.8027919057011604
178	('rooster', 'voyage')	0.62	0.627579391002655	0.007579391002655034
179	('noon', 'string')	0.54	0.21654553711414337	0.32345446288585666
180	('chord', 'smile')	0.54	1.486923098564148	0.9469230985641479
181	('king', 'cabbage')	0.23	1.1813175678253174	0.9513175678253174
