	word pair	human	score	difference
44	('country', 'citizen')	7.31	2.0985931158065796	5.21140688419342
45	('money', 'possession')	7.29	0.5318280681967735	6.7581719318032265
46	('cup', 'drink')	7.25	3.5322153568267822	3.7177846431732178
47	('psychology', 'health')	7.23	1.7619240283966064	5.468075971603394
48	('summer', 'drought')	7.16	1.6378912329673767	5.522108767032623
49	('investor', 'earning')	7.13	0.03408331423997879	7.095916685760021
50	('company', 'stock')	7.08	3.415685296058655	3.6643147039413453
51	('stroke', 'hospital')	7.03	2.357039749622345	4.672960250377655
52	('liability', 'insurance')	7.03	4.524443745613098	2.505556254386902
53	('game', 'victory')	7.03	3.3143696188926697	3.7156303811073306
54	('psychology', 'anxiety')	7.0	2.71992564201355	4.28007435798645
55	('game', 'defeat')	6.97	3.329892158508301	3.640107841491699
56	('FBI', 'fingerprint')	6.94	3.378998637199402	3.5610013628005985
57	('money', 'withdrawal')	6.88	0.5602632462978363	6.319736753702164
58	('psychology', 'fear')	6.85	1.7129425704479218	5.137057429552078
59	('drug', 'abuse')	6.85	2.4085770547389984	4.441422945261001
60	('concert', 'virtuoso')	6.81	2.8570184111595154	3.9529815888404842
61	('computer', 'laboratory')	6.78	2.875466048717499	3.9045339512825015
62	('love', 'sex')	6.77	2.63937771320343	4.130622286796569
63	('problem', 'challenge')	6.75	4.629538953304291	2.1204610466957092
64	('movie', 'critic')	6.73	1.7430342733860016	4.986965726613999
65	('bed', 'closet')	6.72	4.319477081298828	2.4005229187011716
66	('lawyer', 'evidence')	6.69	1.9860787689685822	4.703921231031418
67	('fertility', 'egg')	6.69	2.5652334094047546	4.124766590595246
68	('precedent', 'law')	6.65	3.4597015380859375	3.190298461914063
69	('minister', 'party')	6.63	1.7155176401138306	4.914482359886169
70	('psychology', 'clinic')	6.58	1.210210770368576	5.369789229631424
71	('cup', 'coffee')	6.58	3.5601794719696045	3.0198205280303956
72	('water', 'seepage')	6.56	3.93134206533432	2.6286579346656795
73	('government', 'crisis')	6.56	2.9561755061149597	3.60382449388504
74	('space', 'world')	6.53	1.296270340681076	5.233729659318924
75	('dividend', 'calculation')	6.48	1.506529152393341	4.973470847606659
76	('victim', 'emergency')	6.47	1.7580625414848328	4.711937458515167
77	('luxury', 'car')	6.47	2.445117235183716	4.024882764816284
78	('tool', 'implement')	6.46	2.1234220266342163	4.336577973365784
79	('competition', 'price')	6.44	1.7668059468269348	4.673194053173066
80	('psychology', 'doctor')	6.42	1.906651258468628	4.513348741531372
81	('gender', 'equality')	6.41	5.059923529624939	1.3500764703750612
82	('listing', 'category')	6.38	1.1038407683372498	5.27615923166275
83	('oil', 'stock')	6.34	2.2039827704429626	4.136017229557037
84	('governor', 'office')	6.34	2.966355085372925	3.373644914627075
85	('discovery', 'space')	6.34	0.41256383061408997	5.92743616938591
86	('record', 'number')	6.31	2.2208675742149353	4.089132425785064
87	('brother', 'monk')	6.27	2.232004404067993	4.037995595932006
88	('production', 'crew')	6.25	1.793084293603897	4.456915706396103
89	('nature', 'man')	6.25	1.1616968363523483	5.088303163647652
90	('family', 'planning')	6.25	1.9148844480514526	4.335115551948547
91	('disaster', 'area')	6.25	1.4522838592529297	4.79771614074707
92	('food', 'preparation')	6.22	1.779932826757431	4.440067173242569
93	('preservation', 'world')	6.19	-0.21470656618475914	6.4047065661847595
94	('lover', 'quarrel')	6.19	2.322659194469452	3.8673408055305485
95	('game', 'series')	6.19	2.913079857826233	3.2769201421737675
96	('dollar', 'loss')	6.09	0.26566851884126663	5.824331481158733
97	('weapon', 'secret')	6.06	2.584390640258789	3.4756093597412105
98	('shower', 'flood')	6.03	1.294793039560318	4.735206960439682
99	('registration', 'arrangement')	6.0	1.19148388504982	4.80851611495018
100	('arrival', 'hotel')	6.0	1.593547761440277	4.406452238559723
101	('announcement', 'warning')	6.0	2.4619007110595703	3.5380992889404297
102	('game', 'round')	5.97	2.7222222089767456	3.247777791023254
103	('baseball', 'season')	5.97	2.6224371790885925	3.347562820911407
104	('drink', 'mouth')	5.96	1.7303983867168427	4.229601613283157
105	('life', 'lesson')	5.94	1.9252891838550568	4.014710816144944
106	('grocery', 'money')	5.94	1.270451843738556	4.6695481562614445
107	('energy', 'crisis')	5.94	1.384788453578949	4.555211546421051
108	('reason', 'criterion')	5.91	3.9233654737472534	1.9866345262527467
109	('equipment', 'maker')	5.91	2.079817056655884	3.8301829433441164
110	('cup', 'liquid')	5.9	2.518393099308014	3.3816069006919864
111	('deployment', 'withdrawal')	5.88	4.06050443649292	1.81949556350708
112	('tiger', 'zoo')	5.87	4.692453145980835	1.1775468540191651
113	('journey', 'car')	5.85	0.9849627315998077	4.865037268400192
114	('planet', 'people')	5.75	0.870472714304924	4.879527285695076
115	('money', 'laundering')	5.65	2.523636221885681	3.126363778114319
116	('summer', 'nature')	5.63	1.2260770797729492	4.403922920227051
117	('decoration', 'valor')	5.63	3.227156400680542	2.402843599319458
118	('Mars', 'scientist')	5.63	1.797211468219757	3.832788531780243
119	('alcohol', 'chemistry')	5.54	0.887620821595192	4.652379178404808
120	('disability', 'death')	5.47	2.752111256122589	2.7178887438774106
121	('change', 'attitude')	5.44	2.5142699480056763	2.925730051994324
122	('arrangement', 'accommodation')	5.41	2.305610179901123	3.104389820098877
123	('territory', 'surface')	5.34	1.3958483934402466	3.9441516065597533
124	('size', 'prominence')	5.31	1.3376729190349579	3.9723270809650417
125	('exhibit', 'memorabilia')	5.31	3.02592933177948	2.2840706682205196
126	('credit', 'information')	5.31	1.1662961542606354	4.143703845739364
127	('territory', 'kilometer')	5.28	1.5408435463905334	3.739156453609467
128	('death', 'row')	5.25	1.5612483024597168	3.688751697540283
129	('doctor', 'liability')	5.19	0.6116043776273727	4.578395622372628
130	('impartiality', 'interest')	5.16	2.0375388860702515	3.1224611139297487
131	('energy', 'laboratory')	5.09	1.1277161538600922	3.9622838461399077
132	('secretary', 'senate')	5.06	2.321079969406128	2.7389200305938717
133	('death', 'inmate')	5.03	2.757275700569153	2.2727242994308474
134	('monk', 'oracle')	5.0	3.035402297973633	1.9645977020263672
135	('cup', 'food')	5.0	0.9379559010267258	4.062044098973274
136	('journal', 'association')	4.97	1.6295810043811798	3.34041899561882
137	('street', 'children')	4.94	1.5370683372020721	3.4029316627979282
138	('car', 'flight')	4.94	1.4423441886901855	3.497655811309815
139	('space', 'chemistry')	4.88	0.8025163412094116	4.077483658790588
140	('situation', 'conclusion')	4.81	1.847420334815979	2.9625796651840206
141	('word', 'similarity')	4.75	0.9658697247505188	3.784130275249481
142	('peace', 'plan')	4.75	1.1900733411312103	3.5599266588687897
143	('consumer', 'energy')	4.75	2.4616697430610657	2.2883302569389343
144	('ministry', 'culture')	4.69	1.8779546022415161	2.8120453977584843
145	('smart', 'student')	4.62	0.6630228459835052	3.956977154016495
146	('investigation', 'effort')	4.59	2.3487980663776398	2.24120193362236
147	('image', 'surface')	4.56	1.2843577563762665	3.275642243623733
148	('life', 'term')	4.5	2.2676047682762146	2.2323952317237854
149	('start', 'match')	4.47	2.4805235862731934	1.9894764137268064
150	('computer', 'news')	4.47	1.0399819910526276	3.430018008947372
151	('board', 'recommendation')	4.47	3.211810290813446	1.2581897091865537
152	('lad', 'brother')	4.46	3.595925271511078	0.8640747284889221
153	('observation', 'architecture')	4.38	1.3629378378391266	3.0170621621608733
154	('coast', 'hill')	4.38	1.6115784645080566	2.7684215354919433
155	('deployment', 'departure')	4.25	2.7661699056625366	1.4838300943374634
156	('attempt', 'peace')	4.25	0.6137886270880699	3.63621137291193
157	('consumer', 'confidence')	4.13	1.9126535952091217	2.217346404790878
158	('start', 'year')	4.06	1.9018609821796417	2.158139017820358
159	('focus', 'life')	4.06	1.420566439628601	2.6394335603713985
160	('development', 'issue')	3.97	0.9010781347751617	3.0689218652248385
161	('day', 'summer')	3.94	4.481317102909088	0.5413171029090882
162	('theater', 'history')	3.91	1.2982824444770813	2.611717555522919
163	('situation', 'isolation')	3.88	2.0984429121017456	1.7815570878982543
164	('profit', 'warning')	3.88	1.3709335029125214	2.5090664970874785
165	('media', 'trading')	3.88	1.2612012028694153	2.6187987971305846
166	('chance', 'credibility')	3.88	2.3921889066696167	1.4878110933303832
167	('precedent', 'information')	3.85	0.8866600692272186	2.9633399307727815
168	('architecture', 'century')	3.78	1.4309334754943848	2.349066524505615
169	('population', 'development')	3.75	1.7502306401729584	1.9997693598270416
170	('stock', 'live')	3.73	0.44471658766269684	3.285283412337303
171	('peace', 'atmosphere')	3.69	1.3366292417049408	2.353370758295059
172	('morality', 'marriage')	3.69	3.0624157190322876	0.6275842809677123
173	('minority', 'peace')	3.69	0.6868574023246765	3.0031425976753234
174	('atmosphere', 'landscape')	3.69	2.6971229910850525	0.9928770089149475
175	('report', 'gain')	3.63	0.9995919466018677	2.630408053398132
176	('music', 'project')	3.63	0.21345948800444603	3.416540511995554
177	('seven', 'series')	3.56	3.3100625872612	0.2499374127388001
178	('experience', 'music')	3.47	1.6575698554515839	1.8124301445484163
179	('school', 'center')	3.44	1.42682284116745	2.01317715883255
180	('five', 'month')	3.38	4.0400829911231995	0.6600829911231996
181	('announcement', 'production')	3.38	0.8066580444574356	2.5733419555425643
182	('morality', 'importance')	3.31	2.053404748439789	1.2565952515602112
183	('money', 'operation')	3.31	0.8456939458847046	2.4643060541152955
184	('delay', 'news')	3.31	1.2586824595928192	2.051317540407181
185	('governor', 'interview')	3.25	1.1880464851856232	2.061953514814377
186	('practice', 'institution')	3.19	0.9677638858556747	2.222236114144325
187	('century', 'nation')	3.16	2.919147312641144	0.24085268735885634
188	('coast', 'forest')	3.15	2.3609787225723267	0.7890212774276733
189	('shore', 'woodland')	3.08	1.1690937727689743	1.9109062272310258
190	('drink', 'car')	3.04	2.4563533067703247	0.5836466932296753
191	('president', 'medal')	3.0	0.6946589797735214	2.3053410202264786
192	('prejudice', 'recognition')	3.0	1.1657066643238068	1.8342933356761932
193	('viewer', 'serial')	2.97	2.3336461186408997	0.6363538813591005
194	('peace', 'insurance')	2.94	0.981878787279129	1.958121212720871
195	('Mars', 'water')	2.94	1.3637161254882812	1.5762838745117187
196	('media', 'gain')	2.88	1.0171864181756973	1.8628135818243026
197	('announcement', 'effort')	2.75	2.3130612075328827	0.4369387924671173
198	('line', 'insurance')	2.69	0.8391059935092926	1.8508940064907073
199	('crane', 'implement')	2.69	0.2318618819117546	2.4581381180882453
200	('drink', 'mother')	2.65	1.5679934620857239	1.082006537914276
201	('opera', 'industry')	2.63	0.4291338473558426	2.2008661526441573
202	('volunteer', 'motto')	2.56	1.9127675890922546	0.6472324109077454
203	('listing', 'proximity')	2.56	1.2360459566116333	1.3239540433883668
204	('precedent', 'collection')	2.5	0.32831329852342606	2.171686701476574
205	('cup', 'article')	2.4	0.8339210599660873	1.5660789400339126
206	('sign', 'recess')	2.38	0.48051223158836365	1.8994877684116362
207	('problem', 'airport')	2.38	1.0208499431610107	1.3591500568389892
208	('direction', 'combination')	2.25	0.9585022181272507	1.2914977818727493
209	('Wednesday', 'news')	2.22	2.601481080055237	0.3814810800552366
210	('glass', 'magician')	2.08	0.3722502291202545	1.7077497708797456
211	('cemetery', 'woodland')	2.08	3.819250464439392	1.739250464439392
212	('possibility', 'girl')	1.94	0.6003794819116592	1.3396205180883407
213	('cup', 'substance')	1.92	1.2556412816047668	0.6643587183952331
214	('forest', 'graveyard')	1.85	2.2901102900505066	0.4401102900505065
215	('stock', 'egg')	1.81	1.0417778044939041	0.7682221955060959
216	('month', 'hotel')	1.81	1.2591949105262756	0.5508050894737244
217	('energy', 'secretary')	1.81	0.9282562136650085	0.8817437863349915
218	('precedent', 'group')	1.77	0.7681453227996826	1.0018546772003174
219	('production', 'hike')	1.75	0.18261240795254707	1.567387592047453
220	('stock', 'phone')	1.62	1.2326758354902267	0.38732416450977336
221	('holy', 'sex')	1.62	1.0070603340864182	0.612939665913582
222	('stock', 'CD')	1.31	0.6611793488264084	0.6488206511735917
223	('drink', 'ear')	1.31	0.9346938133239746	0.37530618667602544
224	('stock', 'life')	0.92	0.7456470280885696	0.1743529719114304
225	('monk', 'slave')	0.92	1.9146206974983215	0.9946206974983215
226	('lad', 'wizard')	0.92	3.302299976348877	2.382299976348877
227	('sugar', 'approach')	0.88	0.07720809429883957	0.8027919057011604
228	('rooster', 'voyage')	0.62	0.627579391002655	0.007579391002655034
229	('noon', 'string')	0.54	0.21654553711414337	0.32345446288585666
230	('chord', 'smile')	0.54	1.486923098564148	0.9469230985641479
231	('king', 'cabbage')	0.23	1.1813175678253174	0.9513175678253174
